"","A","B","C"
"8494",1,1,1
"8495",0,0,0
"8496",1,1,1
"8497",1,1,1
"8498",1,1,1
"8499",1,1,1
"8500",1,0,0
"8501",1,0,0
"8502",0,1,1
"8503",1,1,1
"8504",1,1,1
"8505",1,0,1
"8506",1,1,1
"8507",1,1,1
"8508",0,0,0
"8509",0,0,0
"8510",0,0,0
"8511",1,1,1
"8512",0,0,0
"8513",1,1,1
"8514",1,1,1
"8515",0,0,0
"8516",1,1,1
"8517",1,1,1
"8518",0,0,0
"8519",1,0,1
"8520",1,1,1
"8521",0,0,0
"8522",1,1,1
"8523",1,1,1
"8524",1,1,1
"8525",1,1,1
"8526",0,0,1
"8527",0,0,0
"8528",1,1,1
"8529",1,1,1
"8530",0,0,0
"8531",0,0,0
"8532",0,1,0
"8533",0,0,0
"8534",0,0,0
"8535",1,1,1
"8536",0,0,0
"8537",0,1,0
"8538",0,0,1
"8539",1,1,1
"8540",0,1,1
"8541",1,0,1
"8542",0,0,0
"8543",0,1,0
"8544",1,1,1
"8545",0,0,0
"8546",0,1,1
"8547",1,0,0
"8548",1,1,1
"8549",0,1,1
"8550",1,1,1
"8551",0,1,1
"8552",1,1,1
"8553",1,1,1
"8554",0,1,1
"8555",1,1,1
"8556",1,1,1
"8557",1,0,1
"8558",1,0,1
"8559",0,1,1
"8560",1,1,1
"8561",1,0,1
"8562",1,0,0
"8563",0,0,0
"8564",1,1,1
"8565",0,1,1
"8566",0,1,1
"8567",1,0,1
"8568",1,1,1
"8569",1,0,0
"8570",1,0,0
"8571",0,0,1
"8572",1,1,1
"8573",1,1,1
"8574",1,0,1
"8575",1,1,1
"8576",1,1,1
"8577",0,0,0
"8578",0,1,1
"8579",1,1,1
"8580",1,1,1
"8581",1,1,1
"8582",1,1,1
"8583",0,0,0
"8584",1,1,1
"8585",1,1,1
"8586",0,0,0
"8587",0,0,0
"8588",0,0,0
"8589",0,1,0
"8590",0,1,0
"8591",1,1,1
"8592",1,0,1
"8593",0,0,0
"8594",0,1,1
"8595",1,1,1
"8596",1,1,1
"8597",1,1,1
"8598",1,1,1
"8599",1,0,1
"8600",0,0,0
"8601",0,1,0
"8602",1,1,1
"8603",1,0,1
"8604",1,1,1
"8605",1,1,0
"8606",0,0,0
"8607",1,0,0
"8608",1,1,0
"8609",1,1,1
"8610",1,0,0
"8611",1,1,1
"8612",1,1,1
"8613",1,0,1
"8614",1,1,1
"8615",1,0,1
"8616",0,0,0
"8617",1,1,1
"8618",0,0,0
"8619",0,0,0
"8620",1,0,0
"8621",1,1,1
"8622",1,0,0
"8623",0,0,0
"8624",1,0,1
"8625",1,1,1
"8626",0,1,1
"8627",1,0,0
"8628",1,1,1
"8629",1,1,1
"8630",1,1,1
"8631",1,1,1
"8632",1,0,1
"8633",0,0,1
"8634",0,1,1
"8635",1,1,1
"8636",0,0,0
"8637",1,1,1
"8638",1,1,1
"8639",1,1,0
"8640",0,0,0
"8641",1,1,1
"8642",1,1,1
"8643",1,1,0
"8644",1,1,1
"8645",1,1,1
"8646",0,0,0
"8647",1,0,0
"8648",1,0,1
"8649",1,1,1
"8650",0,0,0
"8651",1,0,0
"8652",1,0,1
"8653",1,1,1
"8654",1,1,1
"8655",1,0,0
"8656",1,1,1
"8657",1,1,1
"8658",1,0,1
"8659",1,1,1
"8660",1,1,1
"8661",0,1,1
"8662",1,1,1
"8663",1,1,1
"8664",1,1,1
"8665",1,0,1
"8666",0,0,0
"8667",0,1,1
"8668",1,0,1
"8669",1,0,1
"8670",0,0,0
"8671",0,1,1
"8672",1,1,1
"8673",1,1,1
"8674",0,0,1
"8675",0,0,0
"8676",1,1,1
"8677",1,0,1
"8678",0,0,0
"8679",1,1,1
"8680",0,0,0
"8681",0,0,0
"8682",1,1,1
"8683",1,0,1
"8684",1,1,1
"8685",1,1,1
"8686",1,1,1
"8687",0,1,0
"8688",1,1,1
"8689",1,1,1
"8690",1,1,1
"8691",0,1,1
"8692",0,0,0
"8693",0,0,0
"8694",1,1,1
"8695",0,0,0
"8696",0,1,1
"8697",1,1,1
"8698",1,0,1
"8699",1,0,0
"8700",1,1,1
"8701",1,0,0
"8702",0,0,0
"8703",1,1,1
"8704",1,1,1
"8705",1,1,1
"8706",1,1,1
"8707",0,1,0
"8708",1,1,1
"8709",1,0,1
"8710",1,0,1
"8711",0,0,0
"8712",1,1,1
"8713",1,1,1
"8714",0,0,0
"8715",0,1,1
"8716",0,1,1
"8717",1,1,1
"8718",1,1,1
"8719",1,1,1
"8720",1,1,1
"8721",0,1,0
"8722",0,1,1
"8723",1,1,1
"8724",1,1,1
"8725",1,1,1
"8726",0,1,1
"8727",1,1,1
"8728",0,0,0
"8729",0,0,0
"8730",1,1,1
"8731",1,0,1
"8732",0,0,0
"8733",1,1,1
"8734",0,0,0
"8735",0,1,1
"8736",0,1,1
"8737",1,1,1
"8738",1,0,1
"8739",1,1,1
"8740",0,1,1
"8741",1,1,1
"8742",1,1,1
"8743",1,0,0
"8744",1,1,1
"8745",0,0,0
"8746",1,1,1
"8747",0,1,0
"8748",1,0,1
"8749",1,1,1
"8750",1,1,1
"8751",1,1,1
"8752",0,1,1
"8753",0,1,1
"8754",1,0,1
"8755",1,0,0
"8756",0,0,0
"8757",0,1,1
"8758",1,1,1
"8759",1,1,1
"8760",1,1,1
"8761",0,0,1
"8762",1,1,1
"8763",1,1,1
"8764",1,1,1
"8765",0,1,0
"8766",1,1,1
"8767",1,1,1
"8768",1,1,1
"8769",1,1,1
"8770",1,1,1
"8771",1,1,1
"8772",0,0,0
"8773",1,0,1
"8774",0,0,0
"8775",0,1,1
"8776",0,0,0
"8777",1,1,1
"8778",1,1,1
"8779",0,0,0
"8780",1,1,1
"8781",0,1,0
"8782",1,1,1
"8783",0,1,1
"8784",1,1,1
"8785",1,1,1
"8786",0,0,0
"8787",0,1,1
"8788",1,1,1
"8789",0,0,1
"8790",1,1,1
"8791",0,1,1
"8792",1,0,1
"8793",0,0,0
"8794",0,0,0
"8795",1,1,1
"8796",0,0,1
"8797",1,1,1
"8798",1,1,1
"8799",0,0,0
"8800",1,0,1
"8801",0,1,1
"8802",1,1,1
"8803",1,1,1
"8804",1,1,1
"8805",1,1,1
"8806",1,1,1
"8807",1,1,1
"8808",1,0,1
"8809",1,0,0
"8810",0,0,0
"8811",0,0,0
"8812",1,0,1
"8813",0,0,0
"8814",1,1,1
"8815",1,0,0
"8816",0,0,0
"8817",1,1,1
"8818",1,1,1
"8819",1,1,1
"8820",1,1,1
"8821",1,1,1
"8822",1,1,1
"8823",1,1,1
"8824",1,1,1
"8825",1,0,1
"8826",0,0,1
"8827",0,0,0
"8828",0,1,1
"8829",0,0,0
"8830",0,0,0
"8831",1,1,1
"8832",1,1,1
"8833",1,1,1
"8834",1,1,1
"8835",1,0,1
"8836",1,1,1
"8837",1,1,1
"8838",1,1,1
"8839",0,1,0
"8840",1,1,1
"8841",1,1,1
"8842",1,0,1
"8843",0,0,0
"8844",0,1,0
"8845",1,1,1
"8846",0,0,0
"8847",1,0,0
"8848",1,0,1
"8849",1,0,1
"8850",1,1,1
"8851",0,0,0
"8852",1,0,1
"8853",0,0,1
"8854",0,0,0
"8855",1,0,1
"8856",1,1,1
"8857",1,1,1
"8858",1,1,1
"8859",0,0,0
"8860",0,0,0
"8861",1,1,1
"8862",1,0,1
"8863",1,1,1
"8864",1,1,1
"8865",1,0,0
"8866",0,1,1
"8867",0,0,0
"8868",0,1,0
"8869",0,0,1
"8870",1,0,1
"8871",1,1,1
"8872",1,1,1
"8873",1,1,1
"8874",1,1,1
"8875",0,0,0
"8876",1,1,1
"8877",0,0,0
"8878",1,1,1
"8879",1,1,1
"8880",1,1,1
"8881",1,1,1
"8882",0,0,0
"8883",0,0,0
"8884",1,1,1
"8885",1,1,1
"8886",1,1,1
"8887",0,1,1
"8888",1,1,1
"8889",1,1,1
"8890",1,1,1
"8891",1,1,1
"8892",0,0,0
"8893",1,0,1
"8894",1,1,1
"8895",0,1,1
"8896",1,1,1
"8897",1,1,1
"8898",0,0,0
"8899",0,0,0
"8900",0,0,0
"8901",1,1,1
"8902",0,0,0
"8903",1,1,1
"8904",0,0,1
"8905",0,0,0
"8906",0,0,0
"8907",1,1,1
"8908",1,1,1
"8909",0,0,0
"8910",0,1,1
"8911",0,0,0
"8912",0,0,0
"8913",0,0,0
"8914",0,0,0
"8915",0,0,0
"8916",1,1,1
"8917",1,1,1
"8918",1,1,1
"8919",0,0,0
"8920",1,1,1
"8921",0,0,0
"8922",1,0,1
"8923",1,0,0
"8924",1,1,1
"8925",0,0,0
"8926",0,0,0
"8927",0,0,0
"8928",0,0,0
"8929",1,1,1
"8930",0,1,1
"8931",0,0,0
"8932",1,1,0
"8933",0,0,0
"8934",0,0,0
"8935",1,1,1
"8936",1,1,1
"8937",1,1,1
"8938",1,1,1
"8939",0,1,1
"8940",1,1,1
"8941",1,0,1
"8942",1,0,1
"8943",1,1,1
"8944",0,1,1
"8945",1,1,1
"8946",1,1,1
"8947",1,0,0
"8948",0,0,0
"8949",0,0,0
"8950",1,1,1
"8951",0,0,0
"8952",0,1,1
"8953",0,0,0
"8954",1,1,1
"8955",1,1,1
"8956",1,0,0
"8957",1,0,0
"8958",1,1,1
"8959",1,0,1
"8960",1,1,1
"8961",1,1,1
"8962",1,1,1
"8963",0,0,1
"8964",1,1,1
"8965",1,1,1
"8966",1,1,1
"8967",1,0,0
"8968",1,0,1
"8969",0,1,1
"8970",1,1,1
"8971",1,0,1
"8972",1,1,1
"8973",1,1,1
"8974",1,1,1
"8975",1,0,0
"8976",1,1,1
"8977",0,0,0
"8978",1,1,1
"8979",0,0,0
"8980",1,1,1
"8981",0,0,0
"8982",1,1,1
"8983",0,1,1
"8984",1,1,1
"8985",1,1,1
"8986",1,0,1
"8987",1,1,1
"8988",0,0,1
"8989",0,0,0
"8990",0,0,1
"8991",0,1,0
"8992",1,0,1
"8993",1,0,1
"8994",0,0,0
"8995",0,0,0
"8996",1,1,1
"8997",0,0,0
"8998",0,0,0
"8999",1,1,0
"9000",0,0,0
"9001",1,1,1
"9002",1,0,1
"9003",1,1,1
"9004",0,0,0
"9005",0,0,1
"9006",0,1,1
"9007",1,1,1
"9008",0,1,1
"9009",1,1,1
"9010",1,0,1
"9011",0,1,1
"9012",0,1,0
"9013",0,0,0
"9014",1,0,1
"9015",1,1,1
"9016",1,1,1
"9017",1,1,1
"9018",0,1,1
"9019",0,1,1
"9020",1,1,1
"9021",1,1,1
"9022",1,1,1
"9023",1,1,1
"9024",0,1,0
"9025",0,0,0
"9026",0,1,0
"9027",0,1,1
"9028",0,0,0
"9029",0,0,0
"9030",1,1,1
"9031",1,1,1
"9032",0,1,0
"9033",1,1,1
"9034",1,1,1
"9035",1,1,1
"9036",1,1,1
"9037",0,0,0
"9038",1,1,1
"9039",1,0,1
"9040",1,1,1
"9041",1,1,1
"9042",1,0,1
"9043",0,0,0
"9044",1,0,0
"9045",0,0,0
"9046",1,0,1
"9047",0,1,1
"9048",0,0,1
"9049",1,1,1
"9050",1,0,1
"9051",0,1,1
"9052",1,1,1
"9053",1,0,0
"9054",1,1,1
"9055",0,1,1
"9056",1,1,1
"9057",0,0,0
"9058",0,0,0
"9059",1,1,1
"9060",0,1,0
"9061",0,0,0
"9062",1,1,1
"9063",0,1,1
"9064",0,0,0
"9065",1,1,1
"9066",1,1,1
"9067",1,1,1
"9068",1,1,1
"9069",1,1,1
"9070",1,1,1
"9071",0,0,0
"9072",1,0,0
"9073",0,1,1
"9074",0,0,0
"9075",0,0,0
"9076",1,1,1
"9077",1,1,1
"9078",1,0,1
"9079",1,1,1
"9080",1,1,1
"9081",0,0,0
"9082",0,0,0
"9083",1,1,1
"9084",0,1,1
"9085",0,0,0
"9086",0,1,0
"9087",1,1,1
"9088",1,1,1
"9089",0,0,0
"9090",1,1,1
"9091",1,0,0
"9092",0,1,1
"9093",1,0,1
"9094",1,1,1
"9095",0,0,0
"9096",1,0,1
"9097",1,0,0
"9098",1,1,1
"9099",1,1,1
"9100",1,1,1
"9101",1,1,1
"9102",0,1,1
"9103",1,0,1
"9104",1,0,0
"9105",1,0,1
"9106",1,1,1
"9107",1,1,1
"9108",1,0,1
"9109",1,1,1
"9110",1,1,1
"9111",0,0,1
"9112",0,0,0
"9113",0,0,0
"9114",0,1,0
"9115",1,1,1
"9116",1,1,1
"9117",0,0,0
"9118",1,0,0
"9119",0,0,0
"9120",1,1,1
"9121",0,0,0
"9122",1,1,1
"9123",1,0,1
"9124",0,1,0
"9125",1,1,1
"9126",1,1,1
"9127",1,0,1
"9128",0,1,0
"9129",0,0,0
"9130",0,0,0
"9131",1,1,1
"9132",1,1,1
"9133",1,1,1
"9134",1,1,1
"9135",0,1,1
"9136",1,1,1
"9137",0,0,0
"9138",1,0,0
"9139",0,1,1
"9140",1,1,1
"9141",0,1,1
"9142",1,0,0
"9143",1,1,1
"9144",0,1,0
"9145",1,1,1
"9146",1,1,0
"9147",0,0,1
"9148",1,0,1
"9149",0,0,0
"9150",0,1,0
"9151",1,1,1
"9152",1,0,0
"9153",1,1,1
"9154",1,1,1
"9155",1,1,1
"9156",1,1,1
"9157",0,0,0
"9158",1,1,1
"9159",1,1,1
"9160",0,0,1
"9161",1,1,1
"9162",0,1,0
"9163",0,1,1
"9164",1,1,1
"9165",0,1,1
"9166",1,1,1
"9167",0,0,1
"9168",0,1,0
"9169",1,1,1
"9170",1,1,1
"9171",0,0,0
"9172",1,1,1
"9173",0,1,0
"9174",1,1,1
"9175",1,0,1
"9176",0,1,0
"9177",0,1,1
"9178",1,1,1
"9179",1,1,1
"9180",1,1,1
"9181",0,0,0
"9182",0,1,0
"9183",1,1,1
"9184",0,0,0
"9185",1,1,1
"9186",1,0,1
"9187",0,1,1
"9188",0,1,1
"9189",1,0,1
"9190",0,0,1
"9191",0,1,1
"9192",1,1,1
"9193",1,1,0
"9194",0,1,1
"9195",1,1,1
"9196",1,1,1
"9197",0,1,1
"9198",1,1,1
"9199",0,0,0
"9200",1,1,1
"9201",0,0,0
"9202",1,0,0
"9203",1,1,1
"9204",0,0,0
"9205",1,1,1
"9206",1,0,0
"9207",1,0,0
"9208",1,0,0
"9209",1,1,1
"9210",0,0,0
"9211",1,1,1
"9212",0,1,1
"9213",1,1,1
"9214",1,1,1
"9215",1,0,0
"9216",0,0,0
"9217",1,1,1
"9218",0,1,1
"9219",1,1,1
"9220",1,1,1
"9221",1,0,1
"9222",0,1,1
"9223",1,0,1
"9224",1,1,1
"9225",1,0,1
"9226",0,0,1
"9227",1,0,0
"9228",1,1,1
"9229",1,1,1
"9230",1,1,1
"9231",1,0,1
"9232",1,1,1
"9233",0,0,0
"9234",0,1,1
"9235",1,0,1
"9236",1,0,1
"9237",0,1,1
"9238",1,1,1
"9239",0,1,1
"9240",0,0,0
"9241",1,0,0
"9242",0,1,1
"9243",0,0,0
"9244",1,0,0
"9245",1,1,1
"9246",1,1,0
"9247",0,0,0
"9248",0,1,0
"9249",1,1,1
"9250",1,0,1
"9251",1,0,0
"9252",1,1,1
"9253",1,0,0
"9254",1,1,1
"9255",0,0,0
"9256",0,1,1
"9257",0,0,1
"9258",1,1,1
"9259",1,1,1
"9260",1,1,1
"9261",0,0,0
"9262",1,1,1
"9263",1,1,1
"9264",1,1,1
"9265",1,1,1
"9266",0,1,0
"9267",0,0,0
"9268",1,1,1
"9269",1,1,1
"9270",1,1,1
"9271",1,1,1
"9272",1,1,1
"9273",1,1,1
"9274",1,0,1
"9275",1,1,1
"9276",0,0,0
"9277",1,0,1
"9278",1,1,1
"9279",0,0,0
"9280",1,1,1
"9281",0,1,0
"9282",1,1,1
"9283",1,1,1
"9284",1,1,0
"9285",1,0,1
"9286",1,0,1
"9287",1,1,1
"9288",1,1,1
"9289",1,1,1
"9290",0,0,1
"9291",1,0,1
"9292",1,0,1
"9293",0,1,1
"9294",1,0,1
"9295",0,0,0
"9296",1,1,1
"9297",0,1,1
"9298",0,1,1
"9299",1,1,1
"9300",1,0,1
"9301",1,0,1
"9302",1,1,1
"9303",0,1,1
"9304",1,1,1
"9305",1,0,1
"9306",0,0,0
"9307",1,1,1
"9308",1,0,1
"9309",0,1,1
"9310",1,1,1
"9311",0,0,0
"9312",1,0,1
"9313",1,1,1
"9314",0,0,0
"9315",1,1,1
"9316",1,1,1
"9317",1,1,1
"9318",1,1,1
"9319",0,1,1
"9320",0,1,1
"9321",0,1,1
"9322",0,0,0
"9323",0,0,0
"9324",1,1,1
"9325",1,1,1
"9326",1,0,1
"9327",1,0,1
"9328",0,0,0
"9329",1,0,1
"9330",1,1,1
"9331",1,1,1
"9332",0,1,1
"9333",1,1,1
"9334",1,1,1
"9335",0,0,0
"9336",0,1,0
"9337",1,1,1
"9338",1,0,1
"9339",1,1,1
"9340",1,1,1
"9341",0,0,0
"9342",0,1,1
"9343",0,0,0
"9344",1,0,0
"9345",1,1,1
"9346",0,1,1
"9347",0,0,0
"9348",0,0,0
"9349",0,1,1
"9350",0,0,0
"9351",1,1,1
"9352",1,1,1
"9353",0,1,1
"9354",1,1,1
"9355",1,1,1
"9356",1,1,1
"9357",0,1,1
"9358",0,0,0
"9359",1,1,1
"9360",1,1,1
"9361",1,1,1
"9362",1,1,1
"9363",0,0,0
"9364",1,1,1
"9365",0,0,0
"9366",0,0,0
"9367",0,0,0
"9368",0,0,1
"9369",1,1,1
"9370",1,1,1
"9371",1,0,1
"9372",1,1,1
"9373",1,1,1
"9374",1,1,1
"9375",1,1,0
"9376",1,1,1
"9377",1,1,1
"9378",1,1,1
"9379",1,1,1
"9380",1,1,1
"9381",1,0,1
"9382",1,1,1
"9383",0,0,1
"9384",1,1,1
"9385",1,1,1
"9386",1,1,1
"9387",1,1,1
"9388",0,0,0
"9389",0,0,0
"9390",0,1,0
"9391",0,0,0
"9392",1,1,1
"9393",1,0,1
"9394",1,0,1
"9395",0,0,0
"9396",0,0,0
"9397",1,0,1
"9398",1,0,1
"9399",1,1,1
"9400",0,1,1
"9401",1,1,1
"9402",0,0,0
"9403",1,1,1
"9404",0,0,0
"9405",0,1,1
"9406",1,1,1
"9407",1,1,1
"9408",1,1,1
"9409",1,1,1
"9410",0,0,1
"9411",0,1,1
"9412",1,0,0
"9413",1,0,0
"9414",0,0,0
"9415",1,0,1
"9416",1,1,1
"9417",1,1,1
"9418",1,0,1
"9419",0,1,1
"9420",0,1,1
"9421",0,0,0
"9422",0,0,0
"9423",0,0,0
"9424",0,0,0
"9425",0,0,0
"9426",1,0,1
"9427",1,1,1
"9428",1,0,1
"9429",1,0,1
"9430",1,1,1
"9431",0,1,1
"9432",0,0,0
"9433",1,1,1
"9434",1,0,1
"9435",1,1,1
"9436",1,0,1
"9437",0,1,1
"9438",1,1,1
"9439",1,0,1
"9440",1,0,0
"9441",0,0,0
"9442",1,0,1
"9443",1,1,1
"9444",1,1,1
"9445",1,1,1
"9446",1,1,1
"9447",1,1,1
"9448",1,0,0
"9449",0,1,1
"9450",0,0,0
"9451",1,1,1
"9452",1,0,1
"9453",0,0,0
"9454",1,1,1
"9455",1,1,1
"9456",1,0,0
"9457",1,1,1
"9458",0,1,0
"9459",1,0,1
"9460",1,0,0
"9461",0,0,0
"9462",1,1,1
"9463",1,1,1
"9464",1,1,1
"9465",1,1,1
"9466",1,1,0
"9467",1,1,1
"9468",0,0,0
"9469",1,1,1
"9470",1,1,1
"9471",1,1,1
"9472",0,1,1
"9473",1,1,1
"9474",0,0,0
"9475",0,0,0
"9476",1,1,1
"9477",0,0,0
"9478",1,1,1
"9479",1,0,0
"9480",0,1,0
"9481",0,0,0
"9482",1,1,1
"9483",0,1,1
"9484",1,1,1
"9485",0,0,0
"9486",1,0,0
"9487",1,1,1
"9488",1,0,1
"9489",1,0,1
"9490",0,1,0
"9491",0,0,0
"9492",1,1,1
"9493",1,1,1
"9494",1,1,1
"9495",1,1,1
"9496",1,1,1
"9497",0,1,0
"9498",0,1,0
"9499",1,1,1
"9500",0,0,0
"9501",0,0,0
"9502",1,1,1
"9503",1,1,1
"9504",1,1,1
"9505",0,0,0
"9506",0,0,0
"9507",1,1,1
"9508",0,0,0
"9509",1,0,1
"9510",1,1,1
"9511",1,1,1
"9512",0,0,0
"9513",1,0,1
"9514",1,1,1
"9515",1,1,1
"9516",1,1,0
"9517",1,0,0
"9518",1,0,1
"9519",1,1,1
"9520",1,0,1
"9521",1,1,1
"9522",0,0,0
"9523",0,0,0
"9524",1,1,1
"9525",0,0,0
"9526",1,1,1
"9527",0,0,0
"9528",1,1,1
"9529",1,0,1
"9530",1,1,1
"9531",1,1,1
"9532",0,0,1
"9533",1,1,1
"9534",1,1,1
"9535",1,0,1
"9536",0,1,1
"9537",1,1,1
"9538",0,1,0
"9539",0,0,0
"9540",0,1,1
"9541",0,0,0
"9542",1,0,1
"9543",0,0,0
"9544",0,1,0
"9545",0,0,1
"9546",0,1,0
"9547",1,1,1
"9548",1,1,1
"9549",0,1,1
"9550",0,1,1
"9551",1,1,1
"9552",1,0,0
"9553",1,1,1
"9554",1,1,1
"9555",1,1,1
"9556",1,0,0
"9557",0,0,0
"9558",1,1,1
"9559",1,0,0
"9560",1,1,1
"9561",1,1,1
"9562",0,0,1
"9563",1,0,1
"9564",1,1,1
"9565",1,1,1
"9566",1,1,1
"9567",0,1,1
"9568",1,1,0
"9569",1,1,0
"9570",1,0,0
"9571",1,1,1
"9572",0,1,1
"9573",1,1,1
"9574",1,1,1
"9575",0,0,0
"9576",1,1,1
"9577",0,0,0
"9578",1,1,1
"9579",1,1,1
"9580",1,1,1
"9581",0,1,1
"9582",1,0,1
"9583",1,0,1
"9584",1,1,1
"9585",1,1,1
"9586",0,1,1
"9587",1,0,1
"9588",1,1,1
"9589",1,1,1
"9590",1,1,1
"9591",1,1,1
"9592",1,1,1
"9593",1,1,1
"9594",1,0,0
"9595",0,1,1
"9596",1,1,1
"9597",0,0,1
"9598",0,0,0
"9599",1,1,1
"9600",1,1,1
"9601",1,0,0
"9602",0,1,0
"9603",0,0,0
"9604",0,0,0
"9605",1,1,1
"9606",0,1,0
"9607",0,0,0
"9608",0,1,1
"9609",1,0,1
"9610",1,1,1
"9611",1,0,1
"9612",1,1,1
"9613",1,1,1
"9614",0,1,1
"9615",0,0,0
"9616",1,1,1
"9617",1,1,1
"9618",0,0,0
"9619",1,1,1
"9620",1,1,1
"9621",0,0,0
"9622",0,0,0
"9623",1,0,1
"9624",1,1,1
"9625",1,1,1
"9626",1,1,1
"9627",1,1,1
"9628",0,1,1
"9629",1,1,1
"9630",0,0,1
"9631",1,0,1
"9632",1,1,1
"9633",1,1,1
"9634",1,1,1
"9635",1,1,1
"9636",0,1,0
"9637",1,1,1
"9638",0,1,1
"9639",1,1,1
"9640",0,0,0
"9641",1,1,1
"9642",1,1,1
"9643",1,0,1
"9644",1,0,1
"9645",0,1,1
"9646",1,0,1
"9647",1,1,1
"9648",0,1,1
"9649",1,0,1
"9650",1,1,1
"9651",1,0,0
"9652",1,0,0
"9653",0,0,0
"9654",1,1,1
"9655",1,1,1
"9656",1,1,1
"9657",0,0,0
"9658",1,1,1
"9659",1,1,1
"9660",0,0,0
"9661",1,1,1
"9662",1,0,1
"9663",0,1,0
"9664",0,1,1
"9665",1,0,1
"9666",1,1,1
"9667",1,0,1
"9668",0,0,0
"9669",0,0,0
"9670",1,0,1
"9671",1,1,1
"9672",1,0,1
"9673",1,1,1
"9674",0,1,0
"9675",1,1,1
"9676",1,1,1
"9677",1,1,1
"9678",0,1,1
"9679",0,0,1
"9680",0,1,1
"9681",0,0,0
"9682",0,0,0
"9683",1,1,1
"9684",1,1,1
"9685",1,1,1
"9686",1,1,1
"9687",1,1,1
"9688",0,0,0
"9689",1,1,1
"9690",1,1,1
"9691",0,1,1
"9692",1,1,1
"9693",0,0,0
"9694",1,1,1
"9695",0,0,0
"9696",0,0,0
"9697",0,0,0
"9698",1,0,1
"9699",1,1,1
"9700",0,1,1
"9701",0,1,1
"9702",1,1,1
"9703",0,0,0
"9704",0,1,0
"9705",0,0,0
"9706",0,0,0
"9707",1,0,1
"9708",1,1,1
"9709",0,1,1
"9710",1,1,1
"9711",1,1,1
"9712",1,1,1
"9713",1,1,1
"9714",0,0,0
"9715",0,0,0
"9716",1,1,1
"9717",1,0,1
"9718",1,0,1
"9719",0,0,0
"9720",1,1,1
"9721",1,1,1
"9722",1,1,1
"9723",1,1,1
"9724",1,0,1
"9725",1,1,1
"9726",1,1,1
"9727",1,1,1
"9728",1,1,1
"9729",1,1,1
"9730",1,1,1
"9731",1,1,1
"9732",0,0,0
"9733",1,0,1
"9734",1,1,1
"9735",1,1,1
"9736",0,0,0
"9737",1,1,1
"9738",1,1,1
"9739",0,0,0
"9740",1,1,1
"9741",1,0,1
"9742",0,1,1
"9743",1,1,1
"9744",0,0,0
"9745",1,0,0
"9746",0,1,1
"9747",0,0,0
"9748",1,1,1
"9749",0,1,0
"9750",0,1,0
"9751",1,0,1
"9752",0,1,0
"9753",0,0,0
"9754",0,0,0
"9755",0,0,0
"9756",1,0,1
"9757",0,1,0
"9758",1,1,1
"9759",0,0,0
"9760",1,1,1
"9761",0,0,0
"9762",1,0,1
"9763",1,0,1
"9764",1,1,1
"9765",0,0,0
"9766",0,0,1
"9767",1,0,0
"9768",1,1,1
"9769",1,0,0
"9770",1,1,1
"9771",1,1,1
"9772",0,1,0
"9773",0,0,1
"9774",1,1,1
"9775",0,1,1
"9776",0,0,1
"9777",1,1,1
"9778",1,1,1
"9779",1,1,1
"9780",1,1,1
"9781",1,1,1
"9782",0,0,0
"9783",1,0,1
"9784",0,0,0
"9785",0,1,1
"9786",1,0,0
"9787",1,0,0
"9788",1,1,1
"9789",1,1,1
"9790",1,1,1
"9791",1,1,1
"9792",1,1,1
"9793",0,0,1
"9794",0,0,0
"9795",1,1,1
"9796",1,0,1
"9797",1,1,1
"9798",1,0,1
"9799",1,1,1
"9800",1,1,1
"9801",0,0,0
"9802",0,1,1
"9803",1,0,1
"9804",1,1,1
"9805",0,1,0
"9806",0,0,0
"9807",0,0,0
"9808",0,1,1
"9809",1,0,1
"9810",0,0,0
"9811",1,1,1
"9812",1,1,1
"9813",1,1,1
"9814",1,0,1
"9815",1,0,1
"9816",1,1,1
"9817",0,1,1
"9818",1,1,1
"9819",1,1,1
"9820",0,1,0
"9821",0,1,1
"9822",1,1,1
"9823",0,0,0
"9824",0,0,1
"9825",1,1,1
"9826",1,1,1
"9827",1,1,1
"9828",1,1,1
"9829",1,1,1
"9830",1,1,1
"9831",1,1,1
"9832",0,1,0
"9833",0,0,1
"9834",1,1,1
"9835",1,1,1
"9836",1,1,1
"9837",1,0,1
"9838",0,0,0
"9839",1,1,1
"9840",1,0,0
"9841",1,1,1
"9842",0,0,0
"9843",1,1,1
"9844",1,1,1
"9845",1,1,1
"9846",1,1,1
"9847",1,0,0
"9848",1,0,0
"9849",0,0,0
"9850",1,1,1
"9851",1,0,1
"9852",0,1,0
"9853",1,1,1
"9854",1,1,1
"9855",0,0,0
"9856",1,0,1
"9857",1,1,1
"9858",1,1,1
"9859",1,1,1
"9860",1,1,1
"9861",1,1,1
"9862",1,1,1
"9863",1,1,1
"9864",1,0,1
"9865",1,1,1
"9866",1,1,1
"9867",0,0,0
"9868",0,1,1
"9869",1,1,1
"9870",0,0,0
"9871",1,1,1
"9872",0,0,0
"9873",1,1,1
"9874",1,1,1
"9875",1,1,1
"9876",1,1,1
"9877",1,1,1
"9878",1,1,1
"9879",0,0,0
"9880",1,1,1
"9881",1,1,1
"9882",0,0,0
"9883",1,0,1
"9884",1,1,1
"9885",1,1,1
"9886",0,0,0
"9887",0,0,1
"9888",0,0,0
"9889",1,1,1
"9890",0,0,0
"9891",0,1,0
"9892",0,0,0
